City,Lat,Lng,Weather Description,Max Temp,Humidity,Wind Speed,Cloudiness,Country
Kjollefjord,70.9457,27.3465,overcast clouds,42.854000000000056,88,4.18,100,NO
Kapoeta,4.7717,33.5903,light rain,74.42600000000009,63,1.73,99,SS
Sorong,-0.8833,131.25,overcast clouds,81.46400000000003,77,2.05,100,ID
Benghazi,32.1167,20.0667,clear sky,73.54400000000007,80,3.8,0,LY
Nemuro,43.3236,145.575,clear sky,54.53600000000007,76,7.36,0,JP
Iralaya,15.0,-83.2333,overcast clouds,78.92600000000009,82,5.12,100,HN
Warrnambool,-38.3833,142.4833,overcast clouds,52.80800000000001,78,8.69,98,AU
East London,-33.0153,27.9116,clear sky,61.17800000000007,48,9.88,3,ZA
Itamaraca,-7.7478,-34.8256,few clouds,77.05400000000006,77,3.51,12,BR
Slave Lake,55.2834,-114.769,overcast clouds,52.57400000000001,98,4.14,100,CA
Sweetwater,25.7634,-80.3731,few clouds,85.01000000000008,78,3.13,20,US
Hambantota,6.1241,81.1185,few clouds,77.342,100,1.54,20,LK
Vestmanna,62.1564,-7.1664,drizzle,49.11800000000009,100,5.14,100,FO
Igrim,63.1906,64.4162,overcast clouds,57.038000000000046,66,0.66,100,RU
Mirik,26.8945,88.1848,heavy intensity rain,63.55400000000005,94,1.23,97,IN
Visby,57.6409,18.296,scattered clouds,57.41600000000001,88,2.57,30,SE
Leshukonskoye,64.8989,45.7622,few clouds,52.358000000000004,90,1.91,19,RU
Namibe,-15.1961,12.1522,clear sky,64.02200000000003,63,1.45,0,AO
Slobodskoy,58.7322,50.1772,scattered clouds,55.77800000000006,88,1.64,44,RU
Talnakh,69.4865,88.3972,broken clouds,70.21400000000003,50,2.93,84,RU
Altay,47.8667,88.1167,overcast clouds,67.92800000000007,61,1.59,100,CN
Awbari,26.5921,12.7805,few clouds,79.03399999999999,19,2.84,18,LY
Marawi,7.9986,124.2928,overcast clouds,78.89000000000001,62,1.52,98,PH
Bundaberg,-24.85,152.35,overcast clouds,72.21200000000006,78,0.45,94,AU
Mandalgovi,45.7625,106.2708,clear sky,67.38800000000005,41,6.21,6,MN
San Quintin,30.4833,-115.95,clear sky,66.434,72,4.21,0,MX
Coquimbo,-29.9533,-71.3436,clear sky,49.73000000000004,87,1.54,0,CL
Nara,34.6851,135.8049,overcast clouds,69.49400000000007,65,4.53,100,JP
Seymchan,62.8833,152.4333,overcast clouds,58.87400000000001,53,5.64,100,RU
Jiangyou,31.7667,104.7167,overcast clouds,79.88000000000004,50,0.87,100,CN
Kavieng,-2.5744,150.7967,clear sky,84.65,66,4.22,9,PG
Esperance,-33.8667,121.9,scattered clouds,57.84800000000003,68,6.6,48,AU
Xining,36.6167,101.7667,clear sky,63.21200000000006,30,1.01,1,CN
Mehran,33.1222,46.1646,clear sky,87.87200000000004,20,3.73,0,IR
Jyvaskyla,62.2415,25.7209,clear sky,53.94199999999999,87,1.54,0,FI
Suntar,62.1444,117.6319,few clouds,72.608,44,0.49,13,RU
Jaicos,-7.3592,-41.1378,clear sky,72.89600000000004,56,2.15,4,BR
Huarmey,-10.0681,-78.1522,clear sky,62.582000000000015,81,4.52,6,PE
Aswan,24.0934,32.907,clear sky,83.516,23,4.08,0,EG
Elko,41.0002,-115.5012,clear sky,68.01800000000009,11,12.07,0,US
Christchurch,-43.5333,172.6333,scattered clouds,59.46800000000009,41,2.06,31,NZ
Buchanan,5.8808,-10.0467,overcast clouds,77.64800000000002,80,3.56,100,LR
Waddan,29.1614,16.139,clear sky,73.50800000000001,52,4.45,0,LY
Mitu,1.1983,-70.1733,overcast clouds,70.28600000000007,90,0.24,95,CO
Quelimane,-17.8786,36.8883,clear sky,63.860000000000085,96,2.05,2,MZ
Dingle,10.9995,122.6711,scattered clouds,84.88399999999999,71,0.39,45,PH
Nioro,13.35,-15.75,clear sky,79.64600000000004,77,3.65,6,GM
Mayumba,-3.432,10.6554,broken clouds,71.85200000000007,89,2.14,53,GA
Huaihua,27.5494,109.9592,overcast clouds,76.766,76,1.33,100,CN
Koran,43.8103,18.5689,broken clouds,45.91400000000003,87,0.55,64,BA
Roma,43.2128,-75.4557,clear sky,68.50400000000005,72,2.57,0,US
Adrar,20.5022,-10.0711,few clouds,91.25600000000003,30,5.11,15,MR
Celina,40.5489,-84.5702,clear sky,89.90600000000003,82,3.33,3,US
Asau,46.4333,26.4,overcast clouds,55.958000000000006,95,0.59,99,RO
Yumen,40.2833,97.2,scattered clouds,79.23200000000001,7,5.43,44,CN
Bunia,1.5667,30.25,clear sky,60.8,91,1.04,1,CD
Ahipara,-35.1667,173.1667,few clouds,60.8,76,6.29,12,NZ
Soller,39.7662,2.7152,overcast clouds,80.042,48,0.89,100,ES
Andra,62.5147,65.8878,clear sky,56.84000000000002,69,1.55,10,RU
Revelstoke,50.9832,-118.2023,overcast clouds,51.872000000000035,95,0.99,100,CA
Okhotsk,59.3833,143.3,broken clouds,49.33399999999999,75,2.89,69,RU
Anadyr,64.75,177.4833,few clouds,41.504000000000055,75,5.0,20,RU
Port-Gentil,-0.7193,8.7815,broken clouds,75.68600000000006,82,6.56,84,GA
College,64.8569,-147.8028,smoke,73.99400000000007,44,3.09,75,US
Lengshuitan,26.4111,111.5956,overcast clouds,78.62000000000006,77,0.81,100,CN
Hualmay,-11.0964,-77.6139,few clouds,61.39400000000008,82,4.54,15,PE
Kuyanovo,55.8014,54.5372,overcast clouds,56.60600000000003,89,1.7,100,RU
Curanilahue,-37.4667,-73.35,moderate rain,48.056000000000026,98,1.35,100,CL
Normandin,48.8333,-72.5321,clear sky,56.983999999999995,91,1.89,8,CA
Mandalgarh,25.2,75.1,few clouds,83.192,63,5.71,19,IN
Marakkanam,12.2,79.95,overcast clouds,83.642,65,2.59,97,IN
Kousseri,12.0769,15.0306,overcast clouds,87.35,41,2.14,99,CM
La Gloria,8.6187,-73.8027,overcast clouds,75.27200000000003,88,1.56,100,CO
Evanston,42.0411,-87.6901,clear sky,93.88399999999999,48,5.66,0,US
Lekoni,-1.5843,14.2591,overcast clouds,76.49600000000005,71,1.86,98,GA
Turkistan,43.0,68.0,overcast clouds,79.77200000000003,32,3.58,100,KZ
Guaymas,27.9333,-110.9,clear sky,90.87800000000007,62,7.72,0,MX
Beian,63.6559,9.5683,broken clouds,51.008,100,3.6,75,NO
Mega,4.05,38.3,broken clouds,57.61400000000003,83,4.92,71,ET
Tottori,35.5,134.2333,overcast clouds,70.08800000000005,88,4.75,100,JP
Marshall,34.3834,-86.3333,clear sky,88.39400000000008,72,0.0,0,US
Port Hardy,50.6996,-127.4199,few clouds,55.13000000000004,73,4.92,17,CA
Port Hedland,-20.3167,118.5667,clear sky,75.25400000000005,33,4.63,4,AU
Terrasini,38.146,13.0844,clear sky,75.61400000000003,63,0.51,0,IT
Demyansk,57.643,32.466,light rain,50.288000000000046,97,4.64,100,RU
Uyemskiy,64.4743,40.8524,few clouds,55.05800000000001,87,3.0,20,RU
Lompoc,34.6391,-120.4579,clear sky,81.01400000000004,61,14.75,0,US
Aklavik,68.2191,-135.0107,broken clouds,62.88800000000005,33,3.78,75,CA
Kautokeino,69.0125,23.0412,overcast clouds,43.772000000000034,84,5.39,100,NO
Togur,58.3631,82.8265,clear sky,62.72600000000009,88,3.23,0,RU
Jinchang,38.4953,102.1739,clear sky,77.75600000000003,10,0.66,0,CN
Matai,-8.3,31.5167,clear sky,54.464000000000034,81,0.89,0,TZ
Ladario,-19.0047,-57.6017,clear sky,61.628000000000064,50,1.11,0,BR
Kijang,35.2442,129.2139,overcast clouds,64.22000000000006,87,1.33,100,KR
Broome,42.2506,-75.833,clear sky,66.18200000000002,76,0.45,0,US
Sainte-Maxime,43.3,6.6333,overcast clouds,74.192,67,1.25,100,FR
Ust-Kuyga,70.0167,135.6,overcast clouds,70.03399999999999,34,3.27,86,RU
Nalut,30.3333,10.85,clear sky,73.81400000000004,26,4.35,0,LY
Mecca,21.4267,39.8261,clear sky,86.57600000000009,21,4.01,0,SA
Stokmarknes,68.5646,14.9108,overcast clouds,46.38200000000002,93,3.09,100,NO
Mascote,-15.5631,-39.3025,broken clouds,67.91000000000008,84,1.3,83,BR
Lorengau,-2.0226,147.2712,clear sky,85.11800000000008,65,4.36,5,PG
Chase,50.8165,-119.6857,overcast clouds,74.31800000000008,48,2.19,100,CA
Sinnamary,5.3833,-52.95,broken clouds,77.81000000000009,80,4.0,72,GF
Inuvik,68.3499,-133.7218,broken clouds,60.242,32,4.44,64,CA
Grahamstown,-33.3042,26.5328,scattered clouds,47.94800000000002,57,9.03,40,ZA
Lardos,36.0942,28.0157,clear sky,73.22000000000006,80,1.56,0,GR
Collie,-33.3667,116.15,light rain,55.544000000000075,93,3.09,94,AU
Vinh,18.6667,105.6667,moderate rain,78.06200000000005,91,2.08,100,VN
Esqueda,30.7167,-109.5833,few clouds,91.14800000000002,17,9.06,20,MX
Taoudenni,22.6783,-3.9836,clear sky,93.68600000000006,8,4.21,0,ML
Villarrica,-25.75,-56.4333,clear sky,53.978000000000065,87,3.03,1,PY
Lyuban,52.7985,28.0048,clear sky,46.76000000000008,97,4.09,4,BY
Maunabo,18.0072,-65.8993,scattered clouds,81.89600000000004,82,5.44,36,PR
Kununurra,-15.7667,128.7333,clear sky,76.98200000000001,22,3.6,9,AU
Mamburao,13.25,120.6667,broken clouds,85.01000000000008,69,1.47,67,PH
Feltre,46.0235,11.907,broken clouds,68.91800000000009,74,1.74,84,IT
Yining,29.0361,114.5636,overcast clouds,79.95200000000008,74,0.25,100,CN
Kaduqli,11.0167,29.7167,overcast clouds,79.484,60,2.17,100,SD
Mpulungu,-8.7623,31.1141,clear sky,68.28800000000004,59,2.73,1,ZM
Nurota,40.5614,65.6886,clear sky,78.00800000000001,22,1.09,0,UZ
Rawson,-43.3002,-65.1023,overcast clouds,48.72200000000004,82,3.45,100,AR
Ndola,-12.9587,28.6366,clear sky,52.952000000000076,62,1.68,0,ZM
Geraldton,-28.7667,114.6,clear sky,54.01400000000003,82,5.66,8,AU
Okato,-39.2,173.8833,scattered clouds,58.91000000000008,81,4.47,27,NZ
Bacolod,10.6667,122.95,few clouds,83.94800000000002,73,0.98,22,PH
Bani Walid,31.7566,13.9942,clear sky,67.56800000000008,60,0.58,0,LY
Bayan,46.0833,127.4,broken clouds,71.31200000000005,57,1.85,60,CN
San Patricio,28.017,-97.5169,overcast clouds,86.09000000000002,76,8.29,100,US
West Odessa,31.8424,-102.4988,clear sky,95.01800000000009,29,9.77,0,US
Goderich,43.7501,-81.7165,clear sky,67.91000000000008,80,5.14,0,CA
South Venice,27.0531,-82.4243,few clouds,87.15200000000007,76,4.63,20,US
Pontal Do Parana,-25.6533,-48.5128,overcast clouds,61.610000000000085,86,0.88,100,BR
Severobaykalsk,55.65,109.3167,broken clouds,58.208000000000006,68,1.23,52,RU
Bergen,60.392,5.328,broken clouds,53.15,94,1.03,75,NO
Husavik,66.0449,-17.3389,broken clouds,47.21000000000008,87,1.5,53,IS
Sakakah,29.9697,40.2064,clear sky,80.15,24,4.53,0,SA
Suez,29.9737,32.5263,clear sky,72.77000000000007,74,2.89,0,EG
Arvin,35.2091,-118.8284,clear sky,89.06000000000009,31,3.26,0,US
Ashland,40.8167,-82.2665,scattered clouds,78.98000000000005,85,2.39,31,US
Iquitos,-3.7481,-73.2472,clear sky,69.83600000000007,94,1.03,0,PE
Lamas,-6.4167,-76.5333,broken clouds,63.06800000000008,80,1.11,74,PE
Northam,51.0333,-4.2167,broken clouds,52.39400000000008,83,1.03,69,GB
Cumana,10.4635,-64.1775,overcast clouds,77.342,80,0.5,100,VE
Alyangula,-13.8483,136.4192,overcast clouds,79.73600000000008,68,5.01,100,AU
Komsomolskiy,40.4272,71.7189,broken clouds,74.12000000000006,38,2.06,78,UZ
Mareeba,-17.0,145.4333,clear sky,77.48600000000008,74,2.36,5,AU
Beja,36.7256,9.1817,clear sky,72.266,46,0.93,0,TN
Pochutla,15.7432,-96.4661,overcast clouds,76.82000000000006,80,1.28,100,MX
Price,39.5994,-110.8107,clear sky,70.86200000000005,11,7.72,0,US
Burlington,39.8835,-74.6413,clear sky,77.07200000000003,76,2.57,0,US
Jiaocheng,24.6774,116.1389,overcast clouds,73.49000000000002,98,0.34,100,CN
Broken Hill,-31.95,141.4333,clear sky,57.16400000000003,43,7.88,0,AU
Mildura,-34.2,142.15,few clouds,58.064000000000036,64,7.79,14,AU
Apache Junction,33.4151,-111.5496,"sand,dust whirls",102.434,13,3.6,0,US
Muros,42.7762,-9.0603,clear sky,61.088000000000044,94,1.63,1,ES
Ginir,7.1333,40.7,broken clouds,54.608000000000004,91,2.82,70,ET
Nipawin,53.3668,-104.0009,overcast clouds,53.63600000000007,100,6.17,100,CA
Port Lincoln,-34.7333,135.8667,clear sky,61.03399999999999,73,9.86,7,AU
Aksu,41.1231,80.2644,scattered clouds,80.24000000000002,21,2.58,32,CN
Porbandar,21.6422,69.6093,few clouds,83.93000000000004,77,4.1,14,IN
Guiong,6.4186,122.0258,broken clouds,84.90200000000007,70,3.2,57,PH
Jala,21.0833,-104.4333,overcast clouds,78.38600000000007,62,2.66,100,MX
Malanje,-9.5402,16.341,overcast clouds,58.33399999999999,47,1.24,94,AO
Coihaique,-45.5752,-72.0662,clear sky,37.346000000000046,93,3.09,0,CL
Veraval,20.9,70.3667,scattered clouds,84.65,73,5.11,36,IN
Luba,3.4568,8.5547,overcast clouds,79.07000000000006,85,3.88,88,GQ
Mogzon,51.7435,111.9606,overcast clouds,69.40400000000005,49,1.47,100,RU
Leningradskiy,69.3833,178.4167,light snow,33.26000000000008,96,5.55,100,RU
Shakawe,-18.3667,21.85,clear sky,54.57200000000004,47,1.71,0,BW
Marzuq,14.4,46.4667,few clouds,76.424,25,1.19,12,YE
Hammerfest,70.6634,23.6821,broken clouds,41.45,81,3.09,75,NO
Waiuku,-37.25,174.75,few clouds,63.320000000000064,79,5.77,15,NZ
Nova Olimpia,-14.7972,-57.2881,clear sky,65.62400000000001,56,0.46,2,BR
Talcahuano,-36.7167,-73.1167,overcast clouds,49.67600000000009,100,3.09,100,CL
Natal,-5.795,-35.2094,few clouds,74.04800000000003,94,2.06,20,BR
Evans,33.5337,-82.1307,clear sky,80.79800000000003,78,0.0,0,US
Ginda,30.6945,78.4932,clear sky,71.38399999999999,35,1.83,0,IN
Pasighat,28.0667,95.3333,overcast clouds,73.99400000000007,99,0.91,100,IN
Kasaragod,12.5,75.0,broken clouds,77.99000000000002,89,1.14,83,IN
Dordrecht,51.81,4.6736,broken clouds,57.992,82,3.14,59,NL
Nikki,9.9401,3.2108,light rain,73.32800000000006,93,3.01,100,BJ
Yoichi,43.2039,140.7703,overcast clouds,65.42600000000009,52,1.86,100,JP
Petauke,-14.2426,31.3253,clear sky,55.346000000000046,67,1.45,0,ZM
Young,-32.6833,-57.6333,scattered clouds,50.108000000000004,91,3.56,50,UY
Pangnirtung,66.1451,-65.7125,overcast clouds,34.17800000000007,91,0.85,93,CA
Ambilobe,-13.2,49.05,clear sky,66.29000000000002,89,1.71,0,MG
San Andres,12.5847,-81.7006,overcast clouds,82.11200000000005,74,9.2,100,CO
Chauk,20.8833,94.8167,light rain,84.308,68,6.45,100,MM
Bantry,51.6833,-9.45,overcast clouds,53.780000000000044,84,1.15,100,IE
Gizo,-8.103,156.8419,broken clouds,84.18200000000002,67,2.6,71,SB
Ocos,14.5094,-92.1933,overcast clouds,73.58000000000004,83,0.58,100,GT
Lewistown,40.5992,-77.5714,scattered clouds,77.73800000000004,100,1.54,40,US
Sobreira,41.5237,-7.8023,clear sky,67.60400000000006,46,1.81,1,PT
Saint-Jean-Port-Joli,47.2171,-70.2658,overcast clouds,54.806000000000026,92,3.97,100,CA
Moss Vale,-34.55,150.3833,few clouds,57.32600000000009,55,5.31,13,AU
Praia Da Vitoria,38.7333,-27.0667,overcast clouds,64.76000000000008,92,2.6,100,PT
Durban,-29.8579,31.0292,overcast clouds,69.0260000000001,70,2.24,100,ZA
Griffin,33.2468,-84.2641,clear sky,84.39800000000002,89,1.54,0,US
Helong,42.5397,128.9972,overcast clouds,58.19000000000002,64,2.15,100,CN
Knoxville,35.9606,-83.9207,clear sky,86.19800000000002,82,2.57,0,US
Kaliua,-5.0606,31.7936,clear sky,62.38399999999999,61,2.09,1,TZ
Progreso,21.2833,-89.6667,overcast clouds,89.708,54,5.84,100,MX
Mujiayingzi,42.1167,118.7833,broken clouds,65.87600000000009,63,0.75,74,CN
Ust-Tsilma,65.441,52.1498,clear sky,53.24000000000002,91,2.26,7,RU
Kumluca,36.3703,30.2869,clear sky,73.27400000000002,70,1.84,7,TR
Puerto Del Rosario,28.5004,-13.8627,clear sky,69.54800000000003,73,4.63,0,ES
Starokostyantyniv,49.7576,27.2034,overcast clouds,48.92000000000006,89,3.21,100,UA
Beberibe,-4.1797,-38.1306,clear sky,76.64000000000001,77,4.28,7,BR
Pacific Grove,36.6177,-121.9166,clear sky,78.0260000000001,67,5.14,0,US
Portmore,17.9702,-76.8672,overcast clouds,81.01400000000004,89,1.12,100,JM
Deputatskiy,69.3,139.9,scattered clouds,65.08399999999999,24,5.58,46,RU
Landshut,48.5333,12.15,broken clouds,57.84800000000003,84,3.08,79,DE
Koungou,-12.7336,45.2042,clear sky,71.31200000000005,100,1.03,0,YT
Shaowu,27.3409,117.4831,overcast clouds,77.66600000000001,80,0.81,100,CN
Hay River,60.8156,-115.7999,overcast clouds,66.434,33,2.79,100,CA
Barcelos,41.5388,-8.6151,clear sky,71.924,83,0.61,0,PT
Whitehorse,60.7161,-135.0538,broken clouds,53.096000000000046,86,2.57,75,CA
Basco,20.4487,121.9702,overcast clouds,83.93000000000004,72,2.38,88,PH
Rongcheng,30.634,117.8517,clear sky,82.27400000000002,68,0.65,0,CN
Kaduna,10.5222,7.4383,scattered clouds,73.23800000000004,83,2.25,43,NG
Egvekinot,66.3167,-179.1667,overcast clouds,32.05400000000005,80,3.41,100,RU
Andijon,40.7821,72.3442,broken clouds,76.28000000000004,56,1.03,75,UZ
Makakilo City,21.3469,-158.0858,clear sky,82.72400000000002,50,8.75,0,US
Kroya,-7.6331,109.2461,broken clouds,78.94400000000007,84,0.25,61,ID
Dunkwa,5.9656,-1.78,light rain,73.61600000000001,98,1.17,100,GH
Turukhansk,65.8167,87.9833,broken clouds,65.49800000000002,70,1.7,71,RU
Portland,45.5234,-122.6762,broken clouds,68.19800000000002,55,3.09,75,US
Balkhash,46.844,74.9804,overcast clouds,62.00600000000003,75,5.84,100,KZ
Zhuhai,22.2769,113.5678,scattered clouds,82.184,89,1.54,40,CN
Port Blair,11.6667,92.75,overcast clouds,81.78800000000004,79,1.26,100,IN
Jacareacanga,-6.2222,-57.7528,broken clouds,71.58200000000002,98,0.71,72,BR
Alice Springs,-23.7,133.8833,clear sky,69.22400000000002,32,1.03,0,AU
Waingapu,-9.6567,120.2641,overcast clouds,82.58000000000004,74,6.48,100,ID
Susanville,40.4163,-120.653,clear sky,76.658,15,6.17,0,US
Frankenberg,51.0667,8.8,clear sky,50.306000000000026,89,1.55,0,DE
Yar-Sale,66.8333,70.8333,overcast clouds,54.01400000000003,58,5.59,95,RU
Sola,-13.8833,167.55,broken clouds,80.99600000000005,79,8.92,67,VU
Maceio,-9.6658,-35.7353,broken clouds,76.442,88,3.6,75,BR
Bhusawal,21.05,75.7667,broken clouds,83.37200000000004,65,5.29,65,IN
Riberalta,-10.9833,-66.1,clear sky,69.72800000000007,75,0.19,5,BO
Rosh Pinna,32.9689,35.5426,clear sky,64.58000000000004,82,1.37,0,IL
Puerto Quijarro,-17.7833,-57.7667,clear sky,62.72600000000009,48,0.63,0,BO
Flinders,-34.5833,150.8552,clear sky,65.37200000000004,55,1.79,10,AU
La Ermita,20.4139,-101.9936,overcast clouds,69.44000000000003,62,3.08,100,MX
Najran,17.4924,44.1277,clear sky,77.30600000000003,17,1.44,6,SA
Machalpur,24.1333,76.3,scattered clouds,83.21000000000008,63,6.22,42,IN
Jacqueville,5.2052,-4.4146,light rain,80.38399999999999,79,7.0,100,CI
Kajaani,64.2273,27.7285,clear sky,51.854000000000056,93,1.54,0,FI
Karakol,42.4907,78.3936,few clouds,58.748000000000026,58,0.67,17,KG
San Pedro De Macoris,18.4616,-69.2972,overcast clouds,77.61200000000005,81,3.66,100,DO
Aragats,40.4889,44.3528,clear sky,47.768000000000086,77,1.53,0,AM
Saint-Francois,46.4154,3.9054,clear sky,60.674000000000014,82,1.03,0,FR
Weligama,5.9667,80.4167,overcast clouds,79.64600000000004,84,5.31,92,LK
Vanavara,60.34,102.2797,overcast clouds,70.32200000000003,55,1.51,100,RU
Fairbanks,64.8378,-147.7164,smoke,74.01200000000006,44,3.09,0,US
Salinopolis,-0.6136,-47.3561,overcast clouds,78.44000000000003,83,5.45,100,BR
Zyryanskoye,56.8306,86.6258,light rain,63.35600000000003,93,3.17,100,RU
Beckley,37.7782,-81.1882,clear sky,79.21400000000003,86,2.06,0,US
Goulburn,-34.75,149.7167,clear sky,48.95600000000003,68,7.35,0,AU
Monrovia,6.3005,-10.7969,overcast clouds,78.76400000000004,75,4.04,100,LR
Vitim,59.4511,112.5578,scattered clouds,73.97600000000008,45,1.36,46,RU
Susangerd,31.5608,48.1831,clear sky,92.37200000000004,18,6.56,0,IR
Yangambi,0.8102,24.4336,scattered clouds,69.94400000000007,93,0.13,43,CD
Darnah,32.767,22.6367,clear sky,72.30200000000008,83,6.23,0,LY
Vieques,18.425,-65.8329,broken clouds,82.11200000000005,78,3.09,75,PR
Yuanping,38.7153,112.7575,few clouds,73.81400000000004,40,1.27,12,CN
Kirakira,-10.4544,161.9205,overcast clouds,85.1,71,6.04,98,SB
Wajima,37.4,136.9,light rain,65.33600000000007,90,3.86,100,JP
Chihuahua,28.5,-106.0,broken clouds,65.22800000000007,33,4.53,60,MX
Dhaulpur,26.7,77.9,overcast clouds,92.26400000000004,43,5.2,100,IN
Bangkalan,-7.0455,112.7351,scattered clouds,78.74600000000005,84,1.64,33,ID
Kutum,14.2,24.6667,overcast clouds,78.35,46,2.46,100,SD
Santa Marta,11.2408,-74.199,overcast clouds,78.98000000000005,82,3.61,100,CO
Fiumicino,41.7675,12.2291,scattered clouds,75.48800000000004,80,1.09,27,IT
Waitati,-45.75,170.5667,overcast clouds,47.80400000000005,61,4.42,100,NZ
Le Port,-20.9373,55.2919,clear sky,71.25800000000001,63,4.71,3,RE
Fengrun,39.8333,118.1167,overcast clouds,67.316,78,1.58,100,CN
Harlingen,26.1906,-97.6961,few clouds,86.09000000000002,84,7.2,20,US
Crotone,39.0851,17.1178,clear sky,73.184,64,3.85,0,IT
Divinopolis,-20.1389,-44.8839,overcast clouds,58.11800000000009,60,1.51,100,BR
Dauphin,51.1494,-100.0502,broken clouds,56.82200000000004,89,5.88,68,CA
Isiro,2.7739,27.616,overcast clouds,66.36200000000005,90,0.32,100,CD
Chara,56.9064,118.2631,scattered clouds,64.81400000000004,44,0.99,43,RU
Muroto,33.2833,134.15,overcast clouds,70.57400000000001,94,7.44,100,JP
Piazza Armerina,37.3859,14.3672,clear sky,66.86600000000001,50,1.08,0,IT
Nome,64.5011,-165.4064,broken clouds,47.15600000000003,76,5.14,75,US
Bonavista,48.6499,-53.1147,overcast clouds,41.233999999999995,88,3.25,100,CA
Hvide Sande,56.0045,8.1294,overcast clouds,52.088000000000044,79,5.81,96,DK
San Clemente,33.427,-117.612,few clouds,83.94800000000002,76,1.34,19,US
Srivardhan,18.0333,73.0167,overcast clouds,82.07600000000009,79,2.16,100,IN
Grand Forks,47.9417,-97.4337,scattered clouds,73.32800000000006,64,6.17,40,US
Pacifica,37.6138,-122.4869,haze,83.984,66,11.83,0,US
Alta Floresta,-9.8756,-56.0861,overcast clouds,77.21600000000001,56,0.92,86,BR
Seddon,-37.8068,144.8916,light rain,54.89600000000005,77,12.35,100,AU
Preobrazheniye,42.9019,133.9064,moderate rain,55.23800000000004,92,3.78,100,RU
Uzunovo,54.5386,38.6173,overcast clouds,54.37400000000001,94,3.7,100,RU
Qurbus,36.8167,10.5687,clear sky,68.03600000000007,61,2.59,0,TN
Kaeo,-35.1,173.7833,clear sky,64.32800000000006,73,5.06,0,NZ
Nicoya,10.1483,-85.452,moderate rain,72.608,98,1.37,100,CR
Bam,29.106,58.357,few clouds,89.13200000000002,17,2.89,11,IR
Walvis Bay,-22.9575,14.5053,clear sky,53.096000000000046,69,4.83,0,NA
Fenoarivo,-18.933,47.4354,light intensity drizzle,59.07200000000004,100,1.54,75,MG
Aitape,-3.1374,142.3475,clear sky,85.13600000000007,65,2.1,9,PG
Grand-Santi,4.25,-54.3833,broken clouds,74.066,92,1.22,61,GF
Sandwich,41.6459,-88.6217,clear sky,92.858,46,5.66,0,US
Yerofey Pavlovich,53.9667,121.9667,light rain,64.34600000000005,70,0.88,100,RU
Laguna,38.421,-121.4238,clear sky,92.13800000000005,12,5.14,0,US
Wanlaweyn,2.6185,44.8938,broken clouds,73.43600000000006,88,6.1,80,SO
Camana,-16.6228,-72.7111,broken clouds,61.628000000000064,86,3.18,84,PE
Muli,2.9167,73.5667,clear sky,82.90400000000005,72,3.2,4,MV
Apango,17.7333,-99.3333,overcast clouds,70.41200000000006,92,2.19,100,MX
Namatanai,-3.6667,152.4333,few clouds,84.70400000000005,67,3.0,24,PG
Kouango,4.9934,19.9619,light rain,71.78000000000004,91,0.47,100,CF
Kaili,-3.4626,120.2147,overcast clouds,73.50800000000001,84,0.8,87,ID
Camacha,33.0833,-16.3333,scattered clouds,63.82400000000001,77,3.6,40,PT
Arawa,-6.2132,155.5367,few clouds,86.9,62,2.01,11,PG
Grindavik,63.8424,-22.4338,broken clouds,45.06800000000008,87,6.17,75,IS
Tourlaville,49.6383,-1.5664,clear sky,58.424000000000014,77,3.09,0,FR
Sungaipenuh,-2.0833,101.3833,broken clouds,68.16200000000006,89,0.47,68,ID
Zhigansk,66.7697,123.3711,overcast clouds,61.754000000000055,64,2.41,98,RU
Sepuka,-4.75,34.5333,clear sky,59.378000000000064,72,3.51,0,TZ
Tromso,69.6496,18.957,overcast clouds,46.38200000000002,87,5.66,100,NO
Kuntaur,13.6667,-14.8833,clear sky,83.26400000000004,68,4.73,7,GM
Pontes E Lacerda,-15.2261,-59.3353,clear sky,64.59800000000003,65,1.41,0,BR
Koumac,-20.5667,164.2833,scattered clouds,78.85400000000006,73,1.76,35,NC
Binzhou,37.3667,118.0167,few clouds,73.32800000000006,56,3.07,21,CN
East Bethel,45.3194,-93.2025,few clouds,91.50800000000001,43,5.14,20,US
Kedrovyy,56.1667,91.8167,light rain,67.87400000000001,87,2.48,100,RU
Santa Maria,-29.6842,-53.8069,clear sky,51.76400000000003,91,2.06,0,BR
Segovia,41.1667,-4.0,clear sky,75.11000000000008,27,2.41,3,ES
Port Keats,-14.25,129.55,broken clouds,79.19600000000005,21,4.75,81,AU
Sur,22.5667,59.5289,few clouds,84.23600000000008,73,3.36,24,OM
Hoquiam,46.9809,-123.8893,few clouds,60.854000000000056,70,6.17,20,US
Wasilla,61.5814,-149.4394,smoke,68.95400000000005,45,4.47,40,US
Gravdal,68.1214,13.5031,overcast clouds,46.94000000000002,86,4.13,100,NO
Karlshamn,56.1706,14.8619,overcast clouds,54.91400000000003,92,3.34,100,SE
Kapuskasing,49.4169,-82.4331,overcast clouds,70.34000000000002,58,4.17,97,CA
Quang Ngai,15.1167,108.8,overcast clouds,85.56800000000008,66,1.3,100,VN
Kalaleh,37.3807,55.4916,clear sky,71.72600000000008,65,1.45,0,IR
Hidalgotitlan,17.7833,-94.6333,overcast clouds,76.442,91,3.84,100,MX
Bukama,-9.2,25.85,clear sky,67.71200000000006,48,1.42,0,CD
Malpe,13.35,74.7167,overcast clouds,76.29800000000003,87,0.85,99,IN
